name,url,cap_hit,cap_hit_pct,base_salary,signing_bonus,contract_start_year,contract_years_signed,contract_years_left,free_agent_year,salary_signed,status_after_contract,age,birthday,experience,country,college,drafted,team_name
Tristan Jarry,https://www.spotrac.com/nhl/player/_/id/13529,5375000,6.11,5400000,1000000,2023,5,4,2028,26875000,UFA,29-151d,Apr 29 1995,6 Years,,,Round 2 (#44 overall) 2013,Pittsburgh Penguins
Bryan Rust,https://www.spotrac.com/nhl/player/_/id/16137,5125000,5.82,5125000,-,2022,6,4,2028,30750000,UFA,32-139d,May 11 1992,8 Years,US,Notre Dame,Round 3 (#80 overall) 2010,Pittsburgh Penguins
Rickard Rakell,https://www.spotrac.com/nhl/player/_/id/10896,5000000,5.68,6000000,-,2022,6,4,2028,30000000,UFA,31-145d,May 05 1993,10 Years,SE,Plymouth,Round 1 (#30 overall) 2011,Pittsburgh Penguins
Michael Bunting,https://www.spotrac.com/nhl/player/_/id/18045,4500000,5.11,4500000,-,2023,3,2,2026,13500000,UFA,29-10d,Sep 17 1995,4 Years,CA,Sault Ste. Marie,Round 4 (#117 overall) 2014,Pittsburgh Penguins
Ryan Graves,https://www.spotrac.com/nhl/player/_/id/17918,4500000,5.11,3500000,2000000,2023,6,5,2029,27000000,UFA,29-129d,May 21 1995,4 Years,CA,Prince Edward,Round 4 (#110 overall) 2013,Pittsburgh Penguins
Marcus Pettersson,https://www.spotrac.com/nhl/player/_/id/17904,4025175,4.57,4025175,-,2020,5,1,2025,20125875,UFA,28-141d,May 08 1996,5 Years,SE,Skelleftea,Round 2 (#38 overall) 2014,Pittsburgh Penguins
Kevin Hayes,https://www.spotrac.com/nhl/player/_/id/15821,7142857,8.12,4000000,1250000,2019,7,2,2026,50000000,UFA,32-142d,May 08 1992,8 Years,US,Boston College,Round 1 (#24 overall) 2010,Pittsburgh Penguins
Matthew Grzelcyk,https://www.spotrac.com/nhl/player/_/id/18894,2750000,3.13,2750000,-,2024,1,1,2025,2750000,UFA,30-265d,Jan 05 1994,7 Years,US,Boston,Round 3 (#85 overall) 2012,Pittsburgh Penguins
Cody Glass,https://www.spotrac.com/nhl/player/_/id/23685,2500000,2.84,2500000,-,2023,2,1,2025,5000000,RFA,25-178d,Apr 01 1999,3 Years,CA,Portland,Round 1 (#6 overall) 2017,Pittsburgh Penguins
Alex Nedeljkovic,https://www.spotrac.com/nhl/player/_/id/16543,2500000,2.84,2500000,-,2024,2,2,2026,5000000,UFA,28-263d,Jan 07 1996,4 Years,US,Plymouth,Round 2 (#37 overall) 2014,Pittsburgh Penguins
Lars Eller,https://www.spotrac.com/nhl/player/_/id/7155,2450000,2.78,2450000,-,2023,2,1,2025,4900000,UFA,35-144d,May 07 1989,13 Years,DK,Frolunda,Round 1 (#13 overall) 2007,Pittsburgh Penguins
Noel Acciari,https://www.spotrac.com/nhl/player/_/id/17574,2000000,2.27,2000000,-,2023,3,2,2026,6000000,UFA,33-181d,Mar 31 1991,7 Years,US,Providence,Undrafted BOS 2015,Pittsburgh Penguins
Blake Lizotte,https://www.spotrac.com/nhl/player/_/id/28975,1850000,2.10,1850000,-,2024,2,2,2026,3700000,UFA,26-287d,Dec 13 1997,4 Years,US,St. Cloud State,Undrafted LAK 2019,Pittsburgh Penguins
Anthony Beauvillier,https://www.spotrac.com/nhl/player/_/id/18291,1250000,1.42,1250000,-,2024,1,1,2025,1250000,UFA,27-110d,Jun 08 1997,6 Years,CA,Shawinigan,Round 1 (#28 overall) 2015,Pittsburgh Penguins
Rutger McGroarty,https://www.spotrac.com/nhl/player/_/id/78324,950000,1.08,855000,95000,2024,3,3,2027,4350000,RFA,20-178d,Mar 30 2004,,US,,Round 1 (#14 overall) 2022,Pittsburgh Penguins
Drew O'Connor,https://www.spotrac.com/nhl/player/_/id/47365,925000,1.05,925000,-,2023,2,1,2025,1850000,UFA,26-109d,Jun 09 1998,2 Years,US,,Undrafted PIT 2020,Pittsburgh Penguins
Matt Nieto,https://www.spotrac.com/nhl/player/_/id/12182,900000,1.02,900000,-,2023,2,1,2025,1800000,UFA,31-326d,Nov 05 1992,9 Years,US,Boston,Round 2 (#47 overall) 2011,Pittsburgh Penguins
Sebastian Aho,https://www.spotrac.com/nhl/player/_/id/24067,775000,0.88,775000,-,2024,2,2,2026,1550000,UFA,28-222d,Feb 17 1996,3 Years,SE,Skelleftea,Round 5 (#139 overall) 2017,Pittsburgh Penguins
Valtteri Puustinen,https://www.spotrac.com/nhl/player/_/id/75738,775000,0.88,775000,-,2024,2,2,2026,1550000,UFA,25-114d,Jun 04 1999,,FI,,Round 7 (#203 overall) 2019,Pittsburgh Penguins
Ryan Shea,https://www.spotrac.com/nhl/player/_/id/49805,775000,0.88,775000,-,2024,1,1,2025,775000,UFA,27-227d,Feb 11 1997,,US,,Round 4 (#121 overall) 2015,Pittsburgh Penguins
Logan Couture,https://www.spotrac.com/nhl/player/_/id/6376,8000000,9.09,7000000,-,2019,8,3,2027,64000000,UFA,35-184d,Mar 28 1989,13 Years,CA,Ottawa,Round 1 (#9 overall) 2007,San Jose Sharks
Marc-Edouard Vlasic,https://www.spotrac.com/nhl/player/_/id/2067,7000000,7.95,4500000,2500000,2018,8,2,2026,56000000,UFA,37-183d,Mar 30 1987,16 Years,CA,Quebec,Round 2 (#35 overall) 2005,San Jose Sharks
Tyler Toffoli,https://www.spotrac.com/nhl/player/_/id/7684,6000000,6.82,5000000,1000000,2024,4,4,2028,24000000,UFA,32-156d,Apr 24 1992,10 Years,CA,Ottawa,Round 2 (#47 overall) 2010,San Jose Sharks
Mikael Granlund,https://www.spotrac.com/nhl/player/_/id/10646,5000000,5.68,5000000,-,2021,4,1,2025,20000000,UFA,32-214d,Feb 26 1992,10 Years,FI,HIFK,Round 1 (#9 overall) 2010,San Jose Sharks
Alexander Wennberg,https://www.spotrac.com/nhl/player/_/id/15222,5000000,5.68,4000000,1000000,2024,2,2,2026,10000000,UFA,29-5d,Sep 22 1994,8 Years,SE,Djurgarden,Round 1 (#14 overall) 2013,San Jose Sharks
Barclay Goodrow,https://www.spotrac.com/nhl/player/_/id/15896,3641666,4.14,5000000,-,2021,6,3,2027,21850000,UFA,31-213d,Feb 26 1993,8 Years,CA,Brampton,Undrafted SJS 2014,San Jose Sharks
Jake Walman,https://www.spotrac.com/nhl/player/_/id/21675,3400000,3.86,3400000,-,2023,3,2,2026,10200000,UFA,28-219d,Feb 20 1996,4 Years,CA,Providence,Round 3 (#82 overall) 2014,San Jose Sharks
Vitek Vanecek,https://www.spotrac.com/nhl/player/_/id/15585,3400000,3.86,2900000,-,2022,3,1,2025,10200000,UFA,28-261d,Jan 09 1996,2 Years,,,Round 2 (#39 overall) 2014,San Jose Sharks
Cody Ceci,https://www.spotrac.com/nhl/player/_/id/10762,3250000,3.69,3500000,-,2021,4,1,2025,13000000,UFA,30-280d,Dec 21 1993,10 Years,CA,Ottawa,Round 1 (#15 overall) 2012,San Jose Sharks
Mario Ferraro,https://www.spotrac.com/nhl/player/_/id/23768,3250000,3.69,3250000,-,2022,4,2,2026,13000000,UFA,26-9d,Sep 17 1998,3 Years,CA,Des Moines (USHL),Round 2 (#49 overall) 2017,San Jose Sharks
Luke Kunin,https://www.spotrac.com/nhl/player/_/id/20297,2750000,3.13,2750000,-,2024,1,1,2025,2750000,UFA,26-296d,Dec 04 1997,4 Years,US,Wisconsin,Round 1 (#15 overall) 2016,San Jose Sharks
Jan Rutta,https://www.spotrac.com/nhl/player/_/id/23001,2750000,3.13,2500000,-,2022,3,1,2025,8250000,UFA,34-61d,Jul 29 1990,5 Years,CZ,Chomutov,Undrafted CHI 2017,San Jose Sharks
MacKenzie Blackwood,https://www.spotrac.com/nhl/player/_/id/18560,2350000,2.67,2500000,-,2023,2,1,2025,4700000,UFA,27-291d,Dec 09 1996,4 Years,CA,Barrie,Round 2 (#42 overall) 2015,San Jose Sharks
Klim Kostin,https://www.spotrac.com/nhl/player/_/id/23710,2000000,2.27,2000000,-,2023,2,1,2025,4000000,RFA,25-144d,May 05 1999,4 Years,RU,Dynamo Moscow,Round 1 (#31 overall) 2017,San Jose Sharks
Nico Sturm,https://www.spotrac.com/nhl/player/_/id/28970,2000000,2.27,2000000,-,2022,3,1,2025,6000000,UFA,29-147d,May 03 1995,4 Years,DE,Clarkson,Undrafted MIN 2019,San Jose Sharks
Carl Grundstrom,https://www.spotrac.com/nhl/player/_/id/20342,1800000,2.05,1750000,-,2024,2,2,2026,3600000,UFA,26-299d,Dec 01 1997,4 Years,SE,MODO,Round 2 (#57 overall) 2016,San Jose Sharks
Fabian Zetterlund,https://www.spotrac.com/nhl/player/_/id/23785,1450000,1.65,1500000,-,2023,2,1,2025,2900000,RFA,25-32d,Aug 25 1999,1 Years,SE,Farjestad,Round 3 (#63 overall) 2017,San Jose Sharks
Ty Dellandrea,https://www.spotrac.com/nhl/player/_/id/27052,1300000,1.48,1300000,-,2024,2,2,2026,2600000,RFA,24-66d,Jul 21 2000,3 Years,CA,Flint,Round 1 (#13 overall) 2018,San Jose Sharks
Matthew Benning,https://www.spotrac.com/nhl/player/_/id/21007,1250000,1.42,1250000,-,2022,4,2,2026,5000000,UFA,30-125d,May 25 1994,6 Years,US,Northeastern,Round 6 (#175 overall) 2012,San Jose Sharks
Henry Thrun,https://www.spotrac.com/nhl/player/_/id/31725,1000000,1.14,975000,-,2024,2,2,2026,2000000,RFA,23-197d,Mar 12 2001,,US,USA U-18,Round 4 (#101 overall) 2019,San Jose Sharks
Macklin Celebrini,https://www.spotrac.com/nhl/player/_/id/94103,975000,1.11,877500,97500,2024,3,3,2027,13425000,RFA,18-103d,Jun 13 2006,,CA,Boston,Round 1 (#1 overall) 2024,San Jose Sharks
Will Smith,https://www.spotrac.com/nhl/player/_/id/84492,950000,1.08,855000,95000,2024,3,3,2027,12450000,RFA,19-191d,Mar 17 2005,,US,,Round 1 (#4 overall) 2023,San Jose Sharks
Yaroslav Askarov,https://www.spotrac.com/nhl/player/_/id/62868,925000,1.05,832500,92500,2025,2,3,2027,4000000,RFA,22-101d,Jun 16 2002,,RU,,Round 1 (#11 overall) 2020,San Jose Sharks
William Eklund,https://www.spotrac.com/nhl/player/_/id/73761,863333,0.98,832500,-,2023,3,2,2026,5325000,RFA,21-348d,Oct 12 2002,,SE,Djurgarden,Round 1 (#7 overall) 2021,San Jose Sharks
Vince Dunn,https://www.spotrac.com/nhl/player/_/id/18251,7350000,8.35,8000000,-,2023,4,3,2027,29400000,UFA,27-332d,Oct 29 1996,5 Years,CA,Niagara,Round 2 (#56 overall) 2015,Seattle Kraken
Brandon Montour,https://www.spotrac.com/nhl/player/_/id/17551,7142857,8.12,3000000,5000000,2024,7,7,2031,50000000,UFA,30-169d,Apr 11 1994,6 Years,CA,Waterloo,Round 2 (#55 overall) 2014,Seattle Kraken
Chandler Stephenson,https://www.spotrac.com/nhl/player/_/id/15254,6250000,7.10,2250000,4000000,2024,7,7,2031,43750000,UFA,30-158d,Apr 22 1994,7 Years,CA,Regina,Round 3 (#77 overall) 2012,Seattle Kraken
Phillip Grubauer,https://www.spotrac.com/nhl/player/_/id/7021,5900000,6.70,6800000,-,2021,6,3,2027,35400000,UFA,32-307d,Nov 25 1991,10 Years,DE,Belleville,Round 4 (#112 overall) 2010,Seattle Kraken
Andre Burakovsky,https://www.spotrac.com/nhl/player/_/id/13527,5500000,6.25,6250000,-,2022,5,3,2027,27500000,UFA,29-230d,Feb 09 1995,9 Years,AT,Erie,Round 1 (#23 overall) 2013,Seattle Kraken
Jaden Schwartz,https://www.spotrac.com/nhl/player/_/id/8965,5500000,6.25,5500000,-,2021,5,2,2026,27500000,UFA,32-94d,Jun 25 1992,11 Years,CA,Colorado,Round 1 (#14 overall) 2010,Seattle Kraken
Oliver Bjorkstrand,https://www.spotrac.com/nhl/player/_/id/13781,5400000,6.14,5900000,-,2021,5,2,2026,27000000,UFA,29-170d,Apr 10 1995,7 Years,DK,Herning,Round 3 (#89 overall) 2013,Seattle Kraken
Yanni Gourde,https://www.spotrac.com/nhl/player/_/id/17591,5166666,5.87,5100000,-,2019,6,1,2025,31000000,UFA,32-287d,Dec 15 1991,7 Years,CA,Victoriaville,Undrafted TBL 2014,Seattle Kraken
Jared McCann,https://www.spotrac.com/nhl/player/_/id/15611,5000000,5.68,5500000,-,2022,5,3,2027,25000000,UFA,28-118d,May 31 1996,7 Years,CA,Soo,Round 1 (#24 overall) 2014,Seattle Kraken
Jordan Eberle,https://www.spotrac.com/nhl/player/_/id/7142,4750000,5.40,4750000,-,2024,2,2,2026,9500000,UFA,34-137d,May 14 1990,12 Years,CA,Regina,Round 1 (#22 overall) 2008,Seattle Kraken
Jamie Oleksiak,https://www.spotrac.com/nhl/player/_/id/8423,4600000,5.23,5500000,-,2021,5,2,2026,23000000,UFA,31-280d,Dec 21 1992,10 Years,CA,Northeastern,Round 1 (#14 overall) 2011,Seattle Kraken
Adam Larsson,https://www.spotrac.com/nhl/player/_/id/8296,4000000,4.55,4500000,-,2025,4,5,2029,21000000,UFA,31-320d,Nov 11 1992,11 Years,SE,Skelleftea,Round 1 (#4 overall) 2011,Seattle Kraken
Brandon Tanev,https://www.spotrac.com/nhl/player/_/id/18889,3500000,3.98,2500000,1000000,2019,6,1,2025,21000000,UFA,32-271d,Dec 31 1991,7 Years,CA,Providence,Undrafted WPG 2016,Seattle Kraken
Eeli Tolvanen,https://www.spotrac.com/nhl/player/_/id/25061,3475000,3.95,3475000,-,2024,2,2,2026,6950000,UFA,25-157d,Apr 22 1999,4 Years,FI,Sioux City Musketeers,Round 1 (#30 overall) 2017,Seattle Kraken
William Borgen,https://www.spotrac.com/nhl/player/_/id/25041,2700000,3.07,2900000,-,2023,2,1,2025,5400000,UFA,27-281d,Dec 19 1996,3 Years,US,St. Cloud State,Round 4 (#92 overall) 2015,Seattle Kraken
Joey Daccord,https://www.spotrac.com/nhl/player/_/id/28974,1200000,1.36,1200000,-,2023,2,1,2025,2400000,UFA,28-48d,Aug 09 1996,,US,Arizona State,Undrafted OTT 2019,Seattle Kraken
Ryker Evans,https://www.spotrac.com/nhl/player/_/id/73791,897500,1.02,832500,92500,2022,3,1,2025,2775000,RFA,22-286d,Dec 13 2001,,CA,Regina,Round 2 (#35 overall) 2021,Seattle Kraken
Shane Wright,https://www.spotrac.com/nhl/player/_/id/78314,886666,1.01,855000,95000,2024,3,3,2027,12037500,RFA,20-263d,Jan 05 2004,,CA,,Round 1 (#4 overall) 2022,Seattle Kraken
Tye Kartye,https://www.spotrac.com/nhl/player/_/id/76119,859167,0.98,775000,92500,2022,3,1,2025,2775000,RFA,23-148d,Apr 30 2001,,CA,,Undrafted SEA 2022,Seattle Kraken
Joshua Mahura,https://www.spotrac.com/nhl/player/_/id/20371,775000,0.88,775000,-,2024,1,1,2025,775000,UFA,26-144d,May 05 1998,4 Years,CA,Red Deer,Round 3 (#85 overall) 2016,Seattle Kraken
Jordan Kyrou,https://www.spotrac.com/nhl/player/_/id/20320,8125000,9.23,10900000,-,2023,8,7,2031,65000000,UFA,26-144d,May 05 1998,4 Years,CA,Sarnia,Round 2 (#35 overall) 2016,St. Louis Blues
Robert Thomas,https://www.spotrac.com/nhl/player/_/id/23699,8125000,9.23,10900000,-,2023,8,7,2031,65000000,UFA,25-86d,Jul 02 1999,4 Years,CA,London,Round 1 (#20 overall) 2017,St. Louis Blues
Torey Krug,https://www.spotrac.com/nhl/player/_/id/9267,6500000,7.39,8500000,-,2020,7,3,2027,45500000,UFA,33-169d,Apr 12 1991,11 Years,US,Michigan State,Undrafted BOS 2012,St. Louis Blues
Colton Parayko,https://www.spotrac.com/nhl/player/_/id/16476,6500000,7.39,8000000,-,2022,8,6,2030,52000000,UFA,31-138d,May 12 1993,7 Years,CA,Alaska Fairbanks,Round 3 (#86 overall) 2012,St. Louis Blues
Brayden Schenn,https://www.spotrac.com/nhl/player/_/id/8050,6500000,7.39,8000000,-,2020,8,4,2028,52000000,UFA,33-37d,Aug 22 1991,13 Years,CA,Brandon,Round 1 (#5 overall) 2009,St. Louis Blues
Justin Faulk,https://www.spotrac.com/nhl/player/_/id/7667,6500000,7.39,4750000,-,2020,7,3,2027,45500000,UFA,32-191d,Mar 20 1992,11 Years,US,Minnesota-Duluth,Round 2 (#37 overall) 2010,St. Louis Blues
Jordan Binnington,https://www.spotrac.com/nhl/player/_/id/10712,6000000,6.82,7500000,-,2021,6,3,2027,36000000,UFA,31-78d,Jul 11 1993,5 Years,CA,Owen Sound,Round 3 (#88 overall) 2011,St. Louis Blues
Pavel Buchnevich,https://www.spotrac.com/nhl/player/_/id/19801,5800000,6.59,6300000,-,2025,6,7,2031,48000000,UFA,29-163d,Apr 17 1995,6 Years,RU,Cherepovets Severstal,Round 3 (#75 overall) 2013,St. Louis Blues
Philip Broberg,https://www.spotrac.com/nhl/player/_/id/31632,4580917,5.21,4580917,-,2024,2,2,2026,9161834,RFA,23-92d,Jun 25 2001,2 Years,SE,AIK,Round 1 (#8 overall) 2019,St. Louis Blues
Brandon Saad,https://www.spotrac.com/nhl/player/_/id/8425,4500000,5.11,4375000,-,2021,5,2,2026,22500000,UFA,31-335d,Oct 27 1992,11 Years,US,Saginaw,Round 2 (#43 overall) 2011,St. Louis Blues
Nick Leddy,https://www.spotrac.com/nhl/player/_/id/8434,4000000,4.55,3500000,-,2022,4,2,2026,16000000,UFA,33-192d,Mar 20 1991,12 Years,US,Minnesota,Round 1 (#16 overall) 2009,St. Louis Blues
Radek Faksa,https://www.spotrac.com/nhl/player/_/id/10760,3250000,3.69,2750000,-,2020,5,1,2025,16250000,UFA,30-261d,Jan 09 1994,8 Years,CZ,Kitchener,Round 1 (#13 overall) 2012,St. Louis Blues
Mathieu Joseph,https://www.spotrac.com/nhl/player/_/id/21321,2950000,3.35,3300000,-,2022,4,2,2026,11800000,UFA,27-229d,Feb 09 1997,4 Years,CA,Saint John,Round 4 (#120 overall) 2015,St. Louis Blues
Dylan Holloway,https://www.spotrac.com/nhl/player/_/id/62871,2290457,2.60,2290457,-,2024,2,2,2026,4580914,RFA,22-2d,Sep 23 2001,1 Years,CA,,Round 1 (#14 overall) 2020,St. Louis Blues
Alexandre Texier,https://www.spotrac.com/nhl/player/_/id/23764,2100000,2.39,2100000,-,2024,2,2,2026,4200000,UFA,25-13d,Sep 13 1999,4 Years,FR,Grenoble,Round 2 (#45 overall) 2017,St. Louis Blues
Oskar Sundqvist,https://www.spotrac.com/nhl/player/_/id/15305,1500000,1.70,1500000,-,2024,2,2,2026,3000000,UFA,30-188d,Mar 23 1994,7 Years,SE,Skelleftea,Round 3 (#81 overall) 2012,St. Louis Blues
Alexei Toropchenko,https://www.spotrac.com/nhl/player/_/id/27077,1250000,1.42,1250000,-,2023,2,1,2025,2500000,RFA,25-93d,Jun 25 1999,1 Years,RU,Guelph,Round 4 (#113 overall) 2017,St. Louis Blues
Scott Perunovich,https://www.spotrac.com/nhl/player/_/id/27114,1150000,1.31,1150000,-,2024,1,1,2025,1150000,UFA,26-39d,Aug 18 1998,,US,Minnesota-Duluth,Round 2 (#45 overall) 2018,St. Louis Blues
Kasperi Kapanen,https://www.spotrac.com/nhl/player/_/id/15573,1000000,1.14,1000000,-,2024,1,1,2025,1000000,UFA,28-65d,Jul 23 1996,7 Years,FI,KalPa,Round 1 (#22 overall) 2014,St. Louis Blues
Pierre-Olivier Joseph,https://www.spotrac.com/nhl/player/_/id/23702,950000,1.08,950000,-,2024,1,1,2025,950000,RFA,25-87d,Jul 01 1999,2 Years,CA,Charlottetown,Round 1 (#23 overall) 2017,St. Louis Blues
Jake Neighbours,https://www.spotrac.com/nhl/player/_/id/62883,835833,0.95,832500,-,2022,3,1,2025,2775000,RFA,22-180d,Mar 29 2002,,CA,,Round 1 (#26 overall) 2020,St. Louis Blues
Joel Hofer,https://www.spotrac.com/nhl/player/_/id/27177,775000,0.88,775000,-,2023,2,1,2025,1550000,RFA,24-57d,Jul 30 2000,,CA,Swift Current,Round 4 (#107 overall) 2018,St. Louis Blues
Ryan Suter,https://www.spotrac.com/nhl/player/_/id/1858,775000,0.88,775000,-,2024,1,1,2025,775000,UFA,39-252d,Jan 20 1985,18 Years,US,Wisconsin,Round 1 (#7 overall) 2003,St. Louis Blues
Nathan Walker,https://www.spotrac.com/nhl/player/_/id/15610,775000,0.88,775000,-,2024,2,2,2026,1550000,UFA,30-232d,Feb 07 1994,5 Years,,,,St. Louis Blues
Andrei Vasilevskiy,https://www.spotrac.com/nhl/player/_/id/10766,9500000,10.80,5500000,4500000,2020,8,4,2028,76000000,UFA,30-64d,Jul 25 1994,8 Years,RU,UFA,Round 1 (#19 overall) 2012,Tampa Bay Lightning
Nikita Kucherov,https://www.spotrac.com/nhl/player/_/id/11249,9500000,10.80,5000000,4000000,2019,8,3,2027,76000000,UFA,31-102d,Jun 17 1993,8 Years,RU,CSKA,Round 2 (#58 overall) 2011,Tampa Bay Lightning
Brayden Point,https://www.spotrac.com/nhl/player/_/id/16547,9500000,10.80,5000000,7000000,2022,8,6,2030,76000000,UFA,28-197d,Mar 13 1996,6 Years,CA,Moose Jaw,Round 3 (#79 overall) 2014,Tampa Bay Lightning
Jake Guentzel,https://www.spotrac.com/nhl/player/_/id/19879,9000000,10.23,1000000,12263157,2024,7,7,2031,63000000,UFA,29-356d,Oct 06 1994,6 Years,US,Nebraska-Omaha,Round 3 (#77 overall) 2013,Tampa Bay Lightning
Victor Hedman,https://www.spotrac.com/nhl/player/_/id/6373,7875000,8.95,7000000,-,2025,4,5,2029,32000000,UFA,33-284d,Dec 18 1990,13 Years,SE,MODO,Round 1 (#2 overall) 2009,Tampa Bay Lightning
Ryan McDonagh,https://www.spotrac.com/nhl/player/_/id/7177,6750000,7.67,6930000,-,2019,7,2,2026,47250000,UFA,35-107d,Jun 13 1989,12 Years,US,Wisconsin,Round 1 (#12 overall) 2007,Tampa Bay Lightning
Brandon Hagel,https://www.spotrac.com/nhl/player/_/id/20446,6500000,7.39,1820000,7180000,2024,8,8,2032,52000000,UFA,26-30d,Aug 27 1998,3 Years,CA,Red Deer,Round 6 (#159 overall) 2016,Tampa Bay Lightning
Anthony Cirelli,https://www.spotrac.com/nhl/player/_/id/19843,6250000,7.10,1625000,6500000,2023,8,7,2031,50000000,UFA,27-73d,Jul 15 1997,5 Years,CA,Mississauga,Round 3 (#72 overall) 2015,Tampa Bay Lightning
Erik Cernak,https://www.spotrac.com/nhl/player/_/id/17996,5200000,5.91,2260000,4500000,2023,8,7,2031,41600000,UFA,27-121d,May 28 1997,4 Years,SK,Kosice,Round 2 (#43 overall) 2015,Tampa Bay Lightning
Janis Moser,https://www.spotrac.com/nhl/player/_/id/73816,3375000,3.84,2700000,-,2024,2,2,2026,6750000,RFA,24-111d,Jun 06 2000,2 Years,CH,Biel,Round 2 (#60 overall) 2021,Tampa Bay Lightning
Nicholas Paul,https://www.spotrac.com/nhl/player/_/id/16130,3150000,3.58,3250000,-,2022,7,5,2029,22050000,UFA,29-191d,Mar 20 1995,7 Years,CA,,Round 4 (#101 overall) 2013,Tampa Bay Lightning
Conor Sheary,https://www.spotrac.com/nhl/player/_/id/17951,2000000,2.27,2000000,-,2023,3,2,2026,6000000,UFA,32-111d,Jun 08 1992,7 Years,US,Massachusetts,Undrafted PIT 2015,Tampa Bay Lightning
Nick Perbix,https://www.spotrac.com/nhl/player/_/id/76312,1125000,1.28,1032500,92500,2023,2,1,2025,2250000,UFA,26-103d,Jun 15 1998,,US,,Undrafted TBL 2022,Tampa Bay Lightning
Darren Raddysh,https://www.spotrac.com/nhl/player/_/id/25969,975000,1.11,1114000,-,2024,2,2,2026,1950000,UFA,28-211d,Feb 28 1996,1 Years,CA,Erie,Undrafted CHI 2018,Tampa Bay Lightning
Cameron Atkinson,https://www.spotrac.com/nhl/player/_/id/8819,900000,1.02,900000,-,2024,1,1,2025,900000,UFA,35-116d,Jun 04 1989,11 Years,US,Boston College,Round 6 (#157 overall) 2008,Tampa Bay Lightning
Emil Martinsen-Lilleberg,https://www.spotrac.com/nhl/player/_/id/73863,870000,0.99,775000,95000,2025,2,3,2027,1600000,RFA,23-235d,Feb 02 2001,,NO,Oskarshamn,Round 4 (#107 overall) 2021,Tampa Bay Lightning
Zemgus Girgensons,https://www.spotrac.com/nhl/player/_/id/10761,850000,0.97,775000,225000,2024,3,3,2027,2550000,UFA,30-265d,Jan 05 1994,9 Years,LV,Dubuque,Round 1 (#14 overall) 2012,Tampa Bay Lightning
Mitchell Chaffee,https://www.spotrac.com/nhl/player/_/id/47426,800000,0.91,800000,-,2024,2,2,2026,1600000,UFA,26-243d,Jan 26 1998,,US,,Undrafted MIN 2020,Tampa Bay Lightning
Michael Eyssimont,https://www.spotrac.com/nhl/player/_/id/20429,800000,0.91,800000,-,2023,2,1,2025,1600000,UFA,28-17d,Sep 09 1996,1 Years,US,St. Cloud State,Round 5 (#142 overall) 2016,Tampa Bay Lightning
Luke Glendening,https://www.spotrac.com/nhl/player/_/id/13428,800000,0.91,800000,-,2023,2,1,2025,1600000,UFA,35-153d,Apr 28 1989,9 Years,US,Michigan,Undrafted MTL 2013,Tampa Bay Lightning
Jonas Johansson,https://www.spotrac.com/nhl/player/_/id/22669,775000,0.88,775000,-,2023,2,1,2025,1550000,UFA,29-8d,Sep 19 1995,2 Years,SE,Brynas,Round 3 (#61 overall) 2014,Tampa Bay Lightning
Jesse Ylönen,https://www.spotrac.com/nhl/player/_/id/47431,775000,0.88,775000,-,2024,1,1,2025,775000,RFA,24-358d,Oct 03 1999,,US,,Round 2 (#35 overall) 2018,Tampa Bay Lightning
William Nylander,https://www.spotrac.com/nhl/player/_/id/15746,11500000,13.07,3500000,10000000,2024,8,8,2032,92000000,UFA,28-148d,May 01 1996,7 Years,CA,Sodertalje SK,Round 1 (#8 overall) 2014,Toronto Maple Leafs
John Tavares,https://www.spotrac.com/nhl/player/_/id/6407,11000000,12.50,910000,7040000,2018,7,1,2025,77000000,UFA,34-9d,Sep 19 1990,13 Years,CA,Oshawa,Round 1 (#1 overall) 2009,Toronto Maple Leafs
Mitchell Marner,https://www.spotrac.com/nhl/player/_/id/18058,10903000,12.39,750000,7250000,2019,6,1,2025,65418000,UFA,27-144d,May 05 1997,6 Years,CA,London,Round 1 (#4 overall) 2015,Toronto Maple Leafs
Morgan Rielly,https://www.spotrac.com/nhl/player/_/id/10752,7500000,8.52,10000000,-,2022,8,6,2030,60000000,UFA,30-202d,Mar 09 1994,9 Years,CA,Moose Jaw,Round 1 (#5 overall) 2012,Toronto Maple Leafs
Chris Tanev,https://www.spotrac.com/nhl/player/_/id/6834,4500000,5.11,1000000,5000000,2024,6,6,2030,27000000,UFA,34-282d,Dec 20 1989,13 Years,CA,Rochester Institute of Technology,Undrafted VAN 2010,Toronto Maple Leafs
Max Domi,https://www.spotrac.com/nhl/player/_/id/13414,3750000,4.26,1500000,3500000,2024,4,4,2028,15000000,UFA,29-209d,Mar 02 1995,7 Years,CA,London,Round 1 (#12 overall) 2013,Toronto Maple Leafs
Oliver Ekman-Larsson,https://www.spotrac.com/nhl/player/_/id/8775,3500000,3.98,1000000,3500000,2024,4,4,2028,14000000,UFA,33-73d,Jul 17 1991,10 Years,SE,Leksand,Round 1 (#6 overall) 2009,Toronto Maple Leafs
Timothy Liljegren,https://www.spotrac.com/nhl/player/_/id/23696,3000000,3.41,1000000,2400000,2024,2,2,2026,6000000,UFA,25-149d,Apr 30 1999,3 Years,SE,Timra,Round 1 (#17 overall) 2017,Toronto Maple Leafs
Anthony Stolarz,https://www.spotrac.com/nhl/player/_/id/10792,2500000,2.84,1750000,1000000,2024,2,2,2026,5000000,UFA,30-250d,Jan 20 1994,5 Years,US,Nebraska-Omaha,Round 2 (#45 overall) 2012,Toronto Maple Leafs
