player,Position,cps,url,cap_hit,cap_hit_pct,base_salary,signing_bonus,contract_start_year,contract_years_signed,contract_years_left,free_agent_year,salary_signed,status_after_contract,age,birthday,experience,country,college,drafted,team_name
Liam O'Brien,C,0.1930557026406687,https://www.spotrac.com/nhl/player/_/id/16151,1000000,1.14,1000000,-,2024,3,3,2027,3000000,UFA,30-60d,Jul 29 1994,6 Years,CA,,Undrafted WAS 2014,Utah Hockey Club
Nate Schmidt,D,0.3167135458254828,https://www.spotrac.com/nhl/player/_/id/12185,800000,0.91,800000,-,2024,1,1,2025,800000,UFA,33-74d,Jul 16 1991,9 Years,US,Minnesota,Undrafted WAS 2013,Florida Panthers
Hudson Fasching,R,0.1394792972910229,https://www.spotrac.com/nhl/player/_/id/18860,775000,0.88,775000,-,2024,1,1,2025,775000,UFA,29-61d,Jul 28 1995,5 Years,US,Minnesota,Round 4 (#118 overall) 2013,New York Islanders
Ryan Graves,D,0.4081572448009854,https://www.spotrac.com/nhl/player/_/id/17918,4500000,5.11,3500000,2000000,2023,6,5,2029,27000000,UFA,29-129d,May 21 1995,4 Years,CA,Prince Edward,Round 4 (#110 overall) 2013,Pittsburgh Penguins
Brandon Carlo,D,0.4743296508535503,https://www.spotrac.com/nhl/player/_/id/18250,4100000,4.66,5450000,-,2021,6,3,2027,24600000,UFA,27-304d,Nov 26 1996,7 Years,US,Tri-City,Round 2 (#37 overall) 2015,Boston Bruins
Jeremy Lauzon,D,0.5191326854154377,https://www.spotrac.com/nhl/player/_/id/18299,2000000,2.27,2000000,-,2022,4,2,2026,8000000,UFA,27-151d,Apr 28 1997,4 Years,CA,Rouyn-Noranda,Round 2 (#52 overall) 2015,Nashville Predators
Taylor Raddysh,R,0.2474023670550034,https://www.spotrac.com/nhl/player/_/id/20343,1000000,1.14,1000000,-,2024,1,1,2025,1000000,UFA,26-220d,Feb 18 1998,2 Years,CA,Erie,Round 2 (#58 overall) 2016,Washington Capitals
Tanner Jeannot,L,0.1723519511034851,https://www.spotrac.com/nhl/player/_/id/25066,2665000,3.03,2285000,-,2023,2,1,2025,5330000,UFA,27-120d,May 29 1997,2 Years,CA,Moose Jaw,Undrafted NSH 2018,Los Angeles Kings
Urho Vaakanainen,D,0.3145052592109335,https://www.spotrac.com/nhl/player/_/id/23697,1100000,1.25,1100000,-,2024,1,1,2025,1100000,UFA,25-268d,Jan 01 1999,4 Years,FI,JYP,Round 1 (#18 overall) 2017,Anaheim Ducks
Jesper Boqvist,C,0.1988804989334873,https://www.spotrac.com/nhl/player/_/id/23755,775000,0.88,775000,-,2024,1,1,2025,775000,UFA,25-331d,Oct 30 1998,3 Years,SE,Brynas,Round 2 (#36 overall) 2017,Florida Panthers
Klim Kostin,C,0.1833533556789928,https://www.spotrac.com/nhl/player/_/id/23710,2000000,2.27,2000000,-,2023,2,1,2025,4000000,RFA,25-144d,May 05 1999,4 Years,RU,Dynamo Moscow,Round 1 (#31 overall) 2017,San Jose Sharks
Zach Whitecloud,D,0.3528365275264339,https://www.spotrac.com/nhl/player/_/id/25012,2750000,3.13,2750000,-,2022,6,4,2028,16500000,UFA,27-302d,Nov 28 1996,4 Years,CA,Bemidji State,Undrafted VGK 2018,Vegas Golden Knights
Jacob Bernard-Docker,D,0.3699206219163834,https://www.spotrac.com/nhl/player/_/id/27089,805000,0.91,825000,-,2023,2,1,2025,1610000,RFA,24-87d,Jun 30 2000,,CA,Okotoks,Round 1 (#26 overall) 2018,Ottawa Senators
Jordan Harris,D,0.271090010404942,https://www.spotrac.com/nhl/player/_/id/27141,1400000,1.59,1400000,-,2023,2,1,2025,2800000,RFA,24-80d,Jul 07 2000,1 Years,US,Youngstown,Round 3 (#71 overall) 2018,Columbus Blue Jackets
Logan Stankoven,C,0.2148627947902343,https://www.spotrac.com/nhl/player/_/id/73803,814167,0.93,775000,-,2023,3,2,2026,2775000,RFA,21-211d,Feb 26 2003,,CA,Kamloops,Round 2 (#47 overall) 2021,Dallas Stars
Nick Seeler,D,0.4738494617753864,https://www.spotrac.com/nhl/player/_/id/18872,2700000,3.07,1200000,1500000,2024,4,4,2028,10800000,UFA,31-116d,Jun 03 1993,4 Years,US,Nebraska-Omaha,Round 5 (#130 overall) 2011,Philadelphia Flyers
Brett Pesce,D,0.4158938415336021,https://www.spotrac.com/nhl/player/_/id/16545,5500000,6.25,2000000,5000000,2024,6,6,2030,33000000,UFA,29-316d,Nov 15 1994,8 Years,US,New Hampshire,Round 3 (#66 overall) 2013,New Jersey Devils
Nathan Walker,L,0.1397125004348607,https://www.spotrac.com/nhl/player/_/id/15610,775000,0.88,775000,-,2024,2,2,2026,1550000,UFA,30-232d,Feb 07 1994,5 Years,,,,St. Louis Blues
Erik Cernak,D,0.4195286210557281,https://www.spotrac.com/nhl/player/_/id/17996,5200000,5.91,2260000,4500000,2023,8,7,2031,41600000,UFA,27-121d,May 28 1997,4 Years,SK,Kosice,Round 2 (#43 overall) 2015,Tampa Bay Lightning
Dante Fabbro,D,0.2887765407682273,https://www.spotrac.com/nhl/player/_/id/20300,2500000,2.84,2500000,-,2024,1,1,2025,2500000,UFA,26-98d,Jun 20 1998,4 Years,CA,Penticton,Round 1 (#17 overall) 2016,Nashville Predators
Jake Bean,D,0.3394520814917048,https://www.spotrac.com/nhl/player/_/id/20295,1750000,1.99,1750000,-,2024,2,2,2026,3500000,UFA,26-109d,Jun 09 1998,4 Years,CA,Calgary,Round 1 (#13 overall) 2016,Calgary Flames
Brandon Duhaime,R,0.2031580317259249,https://www.spotrac.com/nhl/player/_/id/20393,1850000,2.1,2000000,-,2024,2,2,2026,3700000,UFA,27-127d,May 22 1997,1 Years,US,Tri-,Round 4 (#106 overall) 2016,Washington Capitals
Cody Glass,C,0.202290041170896,https://www.spotrac.com/nhl/player/_/id/23685,2500000,2.84,2500000,-,2023,2,1,2025,5000000,RFA,25-178d,Apr 01 1999,3 Years,CA,Portland,Round 1 (#6 overall) 2017,Pittsburgh Penguins
Johnathan Kovacevic,D,0.3102197743059868,https://www.spotrac.com/nhl/player/_/id/23796,766666,0.87,775000,-,2022,3,1,2025,2300000,UFA,27-76d,Jul 12 1997,1 Years,CA,Merrimack,Round 3 (#74 overall) 2017,New Jersey Devils
Nico Sturm,C,0.2356461857119803,https://www.spotrac.com/nhl/player/_/id/28970,2000000,2.27,2000000,-,2022,3,1,2025,6000000,UFA,29-147d,May 03 1995,4 Years,DE,Clarkson,Undrafted MIN 2019,San Jose Sharks
Justin Barron,D,0.2460540873812941,https://www.spotrac.com/nhl/player/_/id/62882,1150000,1.31,1150000,-,2024,2,2,2026,2300000,RFA,22-314d,Nov 15 2001,1 Years,CA,,Round 1 (#25 overall) 2020,Montreal Canadiens
Mason Lohrei,D,0.2179143467835188,https://www.spotrac.com/nhl/player/_/id/62918,925000,1.05,832500,92500,2023,2,1,2025,2100000,RFA,23-251d,Jan 17 2001,,US,,Round 2 (#58 overall) 2020,Boston Bruins
Marc-Edouard Vlasic,D,0.2782639738415242,https://www.spotrac.com/nhl/player/_/id/2067,7000000,7.95,4500000,2500000,2018,8,2,2026,56000000,UFA,37-183d,Mar 30 1987,16 Years,CA,Quebec,Round 2 (#35 overall) 2005,San Jose Sharks
Colin Blackwell,C,0.2233652565019538,https://www.spotrac.com/nhl/player/_/id/27596,775000,0.88,775000,-,2024,1,1,2025,775000,UFA,31-183d,Mar 28 1993,4 Years,US,Harvard,,Dallas Stars
Barclay Goodrow,C,0.2550077383949549,https://www.spotrac.com/nhl/player/_/id/15896,3641666,4.14,5000000,-,2021,6,3,2027,21850000,UFA,31-213d,Feb 26 1993,8 Years,CA,Brampton,Undrafted SJS 2014,San Jose Sharks
Matt Dumba,D,0.4157804672249766,https://www.spotrac.com/nhl/player/_/id/10754,3750000,4.26,4000000,-,2024,2,2,2026,7500000,UFA,30-64d,Jul 25 1994,10 Years,CA,Edge,Round 1 (#7 overall) 2012,Dallas Stars
Connor Brown,R,0.2083559709568143,https://www.spotrac.com/nhl/player/_/id/13745,1000000,1.14,1000000,-,2024,1,1,2025,1000000,UFA,30-256d,Jan 14 1994,8 Years,CA,Erie,Round 6 (#156 overall) 2012,Edmonton Oilers
Mattias Janmark,C,0.2269418976237562,https://www.spotrac.com/nhl/player/_/id/16298,1450000,1.65,1250000,500000,2024,3,3,2027,4350000,UFA,31-293d,Dec 08 1992,7 Years,SE,AIK,Round 3 (#79 overall) 2013,Edmonton Oilers
A.J. Greer,L,0.1464420819544331,https://www.spotrac.com/nhl/player/_/id/20536,850000,0.97,775000,150000,2024,2,2,2026,1700000,UFA,27-286d,Dec 14 1996,6 Years,CA,Boston,Round 2 (#39 overall) 2015,Florida Panthers
Derek Ryan,C,0.2451228318087829,https://www.spotrac.com/nhl/player/_/id/17605,900000,1.02,900000,-,2023,2,1,2025,1800000,UFA,37-274d,Dec 29 1986,8 Years,US,Spokane,Undrafted CAR 2015,Edmonton Oilers
Carl Grundstrom,R,0.1711557372837736,https://www.spotrac.com/nhl/player/_/id/20342,1800000,2.05,1750000,-,2024,2,2,2026,3600000,UFA,26-299d,Dec 01 1997,4 Years,SE,MODO,Round 2 (#57 overall) 2016,San Jose Sharks
Noah Gregor,C,0.2360127643201496,https://www.spotrac.com/nhl/player/_/id/20398,850000,0.97,850000,-,2024,1,1,2025,850000,UFA,26-241d,Jan 28 1998,3 Years,CA,Moose Jaw,Round 4 (#111 overall) 2016,Ottawa Senators
Nathan Bastian,R,0.1489833523525259,https://www.spotrac.com/nhl/player/_/id/20326,1350000,1.53,1350000,-,2023,2,1,2025,2700000,UFA,26-294d,Dec 06 1997,3 Years,CA,Mississauga,Round 2 (#41 overall) 2016,New Jersey Devils
Michael Pezzetta,L,0.1312263512135497,https://www.spotrac.com/nhl/player/_/id/20447,812500,0.92,850000,-,2023,2,1,2025,1625000,UFA,26-197d,Mar 13 1998,1 Years,CA,Sudbury,Round 6 (#160 overall) 2016,Montreal Canadiens
Mathieu Olivier,R,0.1533198146903322,https://www.spotrac.com/nhl/player/_/id/29685,1100000,1.25,1100000,-,2023,2,1,2025,2200000,UFA,27-227d,Feb 11 1997,4 Years,US,,Undrafted NSH 2019,Columbus Blue Jackets
Nicolas Hague,D,0.4058924157167847,https://www.spotrac.com/nhl/player/_/id/23753,2294150,2.61,2700000,-,2022,3,1,2025,6882450,RFA,25-295d,Dec 05 1998,3 Years,CA,Mississauga,Round 2 (#34 overall) 2017,Vegas Golden Knights
Juuso Parssinen,C,0.2057864256588754,https://www.spotrac.com/nhl/player/_/id/31834,775000,0.88,775000,-,2024,1,1,2025,775000,RFA,23-236d,Feb 01 2001,,FI,TPS,Round 7 (#210 overall) 2019,Nashville Predators
Ian Cole,D,0.4500515317305955,https://www.spotrac.com/nhl/player/_/id/7191,3100000,3.52,3100000,-,2024,1,1,2025,3100000,UFA,35-219d,Feb 21 1989,12 Years,US,Notre Dame,Round 1 (#18 overall) 2007,Utah Hockey Club
Jon Merrill,D,0.2314136387727198,https://www.spotrac.com/nhl/player/_/id/13052,1200000,1.36,1200000,-,2022,3,1,2025,3600000,UFA,32-237d,Feb 03 1992,9 Years,US,Michigan,Round 2 (#38 overall) 2010,Minnesota Wild
Luke Glendening,C,0.2515793689533857,https://www.spotrac.com/nhl/player/_/id/13428,800000,0.91,800000,-,2023,2,1,2025,1600000,UFA,35-153d,Apr 28 1989,9 Years,US,Michigan,Undrafted MTL 2013,Tampa Bay Lightning
Matt Grzelcyk,D,0.3097747393917823,https://www.spotrac.com/nhl/player/_/id/18894,2750000,3.13,2750000,-,2024,1,1,2025,2750000,UFA,30-265d,Jan 05 1994,7 Years,US,Boston,Round 3 (#85 overall) 2012,Pittsburgh Penguins
Vincent Desharnais,D,0.3865217673069485,https://www.spotrac.com/nhl/player/_/id/20470,2000000,2.27,775000,1500000,2024,2,2,2026,4000000,UFA,28-120d,May 29 1996,1 Years,CA,Providence,Round 7 (#183 overall) 2016,Vancouver Canucks
Pierre-Olivier Joseph,D,0.2328357792101558,https://www.spotrac.com/nhl/player/_/id/23702,950000,1.08,950000,-,2024,1,1,2025,950000,RFA,25-87d,Jul 01 1999,2 Years,CA,Charlottetown,Round 1 (#23 overall) 2017,St. Louis Blues
Isac Lundestrom,C,0.2113972292910373,https://www.spotrac.com/nhl/player/_/id/27086,1500000,1.7,1500000,-,2024,1,1,2025,1500000,UFA,24-324d,Nov 06 1999,5 Years,SE,Lulea,Round 1 (#23 overall) 2018,Anaheim Ducks
Kevin Bahl,D,0.4060172457776859,https://www.spotrac.com/nhl/player/_/id/27124,1050000,1.19,1200000,-,2023,2,1,2025,2100000,RFA,24-90d,Jun 27 2000,2 Years,CA,Ottawa,Round 2 (#55 overall) 2018,Calgary Flames
Henry Thrun,D,0.2522036381345056,https://www.spotrac.com/nhl/player/_/id/31725,1000000,1.14,975000,-,2024,2,2,2026,2000000,RFA,23-197d,Mar 12 2001,,US,USA U-18,Round 4 (#101 overall) 2019,San Jose Sharks
Calvin de Haan,D,0.2979182468042816,https://www.spotrac.com/nhl/player/_/id/12655,800000,0.91,800000,-,2024,1,1,2025,800000,UFA,33-142d,May 09 1991,10 Years,CA,Oshawa,Round 1 (#12 overall) 2009,Colorado Avalanche
Ben Hutton,D,0.2206356813387494,https://www.spotrac.com/nhl/player/_/id/17937,975000,1.11,975000,-,2024,2,2,2026,1950000,UFA,31-160d,Apr 20 1993,7 Years,CA,Kemptville 73s,Round 5 (#147 overall) 2012,Vegas Golden Knights
Josh Brown,D,0.2788126545187631,https://www.spotrac.com/nhl/player/_/id/16645,1000000,1.14,1025000,-,2024,3,3,2027,3000000,UFA,30-249d,Jan 21 1994,5 Years,CA,Oshawa,Round 6 (#152 overall) 2013,Edmonton Oilers
Andreas Englund,D,0.34754313039588,https://www.spotrac.com/nhl/player/_/id/18904,1000000,1.14,1000000,-,2023,2,1,2025,2000000,UFA,28-249d,Jan 21 1996,4 Years,SE,Djurgarden,Round 2 (#40 overall) 2014,Los Angeles Kings
Andrew Peeke,D,0.2428011385541517,https://www.spotrac.com/nhl/player/_/id/20319,2750000,3.13,2750000,-,2023,3,2,2026,8250000,UFA,26-193d,Mar 17 1998,4 Years,US,Green Bay,Round 2 (#34 overall) 2016,Boston Bruins
Conor Timmins,D,0.1608320042653081,https://www.spotrac.com/nhl/player/_/id/23751,1100000,1.25,1100000,-,2023,2,1,2025,2200000,RFA,26-8d,Sep 18 1998,3 Years,CA,Sault Ste. Marie,Round 2 (#32 overall) 2017,Toronto Maple Leafs
Mark Kastelic,C,0.1929454106881395,https://www.spotrac.com/nhl/player/_/id/31749,835000,0.95,870000,-,2023,2,1,2025,1670000,RFA,25-199d,Mar 11 1999,1 Years,US,Calgary,Round 5 (#125 overall) 2019,Boston Bruins
Eric Robinson,L,0.1450905616479305,https://www.spotrac.com/nhl/player/_/id/25053,950000,1.08,950000,-,2024,1,1,2025,950000,UFA,29-105d,Jun 14 1995,6 Years,US,Princeton,Undrafted CBJ 2018,Carolina Hurricanes
Ty Emberson,D,0.1943505265137091,https://www.spotrac.com/nhl/player/_/id/27143,950000,1.08,950000,-,2024,1,1,2025,950000,UFA,24-125d,May 23 2000,,US,USA U-18,Round 3 (#73 overall) 2018,Edmonton Oilers
Barrett Hayton,C,0.1882406836250357,https://www.spotrac.com/nhl/player/_/id/27041,2650000,3.01,2650000,-,2024,2,2,2026,5300000,RFA,24-108d,Jun 09 2000,4 Years,CA,Sault Ste. Marie,Round 1 (#5 overall) 2018,Utah Hockey Club
Adam Boqvist,D,0.1796059154778657,https://www.spotrac.com/nhl/player/_/id/27047,775000,0.88,775000,-,2024,1,1,2025,775000,RFA,24-41d,Aug 15 2000,4 Years,SE,Almtuna IS,Round 1 (#8 overall) 2018,Florida Panthers
Jakub Lauko,C,0.1866454814816832,https://www.spotrac.com/nhl/player/_/id/27147,787500,0.89,800000,-,2023,2,1,2025,1575000,RFA,24-181d,Mar 28 2000,1 Years,CZ,Chomutov,Round 3 (#77 overall) 2018,Minnesota Wild
Rafael Harvey-Pinard,L,0.1318137723457823,https://www.spotrac.com/nhl/player/_/id/31825,1100000,1.25,1000000,-,2023,2,1,2025,2200000,RFA,25-263d,Jan 06 1999,,CA,Rouyn-Noranda,Round 7 (#201 overall) 2019,Montreal Canadiens
John Beecher,C,0.1983993894326166,https://www.spotrac.com/nhl/player/_/id/31653,925000,1.05,832500,92500,2022,3,1,2025,2775000,RFA,23-173d,Apr 05 2001,,US,USA U-18,Round 1 (#30 overall) 2019,Boston Bruins
Jayden Struble,D,0.2857735276161985,https://www.spotrac.com/nhl/player/_/id/31670,867500,0.99,775000,92500,2023,2,1,2025,1850000,RFA,23-47d,Aug 09 2001,,US,St. Sebastians,Round 2 (#46 overall) 2019,Montreal Canadiens
Jamie Drysdale,D,0.1769493373150208,https://www.spotrac.com/nhl/player/_/id/62863,2300000,2.61,2300000,-,2023,3,2,2026,6900000,RFA,22-170d,Apr 08 2002,3 Years,CA,,Round 1 (#6 overall) 2020,Philadelphia Flyers
Arber Xhekaj,D,0.251872008405667,https://www.spotrac.com/nhl/player/_/id/74573,1300000,1.48,1300000,-,2024,2,2,2026,2600000,RFA,23-238d,Jan 30 2001,,CA,,Undrafted MTL 2021,Montreal Canadiens
David Jiricek,D,0.1873369682379121,https://www.spotrac.com/nhl/player/_/id/78316,918333,1.04,855000,95000,2023,3,2,2026,5850000,RFA,20-301d,Nov 28 2003,,CZ,,Round 1 (#6 overall) 2022,Columbus Blue Jackets
Colin Miller,D,0.2442606715016543,https://www.spotrac.com/nhl/player/_/id/13454,1500000,1.7,1500000,-,2024,2,2,2026,3000000,UFA,31-333d,Oct 29 1992,7 Years,CA,Sault Ste. Marie,Round 5 (#151 overall) 2012,Winnipeg Jets
Andreas Athanasiou,C,0.1640582878759178,https://www.spotrac.com/nhl/player/_/id/13747,4250000,4.83,2250000,2000000,2023,2,1,2025,8500000,UFA,30-52d,Aug 06 1994,8 Years,CA,London,Round 4 (#110 overall) 2012,Chicago Blackhawks
Tyler Motte,C,0.2555155164504324,https://www.spotrac.com/nhl/player/_/id/18906,800000,0.91,800000,-,2024,1,1,2025,800000,UFA,29-201d,Mar 10 1995,6 Years,US,Michigan,Round 4 (#121 overall) 2013,Detroit Red Wings
Christian Dvorak,C,0.1870941594074905,https://www.spotrac.com/nhl/player/_/id/16714,4450000,5.06,5750000,-,2019,6,1,2025,26700000,UFA,28-237d,Feb 02 1996,6 Years,US,Wisconsin,Round 2 (#58 overall) 2014,Montreal Canadiens
Jonas Siegenthaler,D,0.3161953705811079,https://www.spotrac.com/nhl/player/_/id/20162,3400000,3.86,4000000,-,2023,5,4,2028,17000000,UFA,27-143d,May 06 1997,4 Years,CH,Zurich,Round 2 (#57 overall) 2015,New Jersey Devils
Patrik Laine,L,0.1005153557796165,https://www.spotrac.com/nhl/player/_/id/20277,8700000,9.89,7100000,2000000,2022,4,2,2026,34800000,UFA,26-160d,Apr 19 1998,7 Years,FI,Tappara,Round 1 (#2 overall) 2016,Montreal Canadiens
Josh Mahura,D,0.1370061266534161,https://www.spotrac.com/nhl/player/_/id/20371,775000,0.88,775000,-,2024,1,1,2025,775000,UFA,26-144d,May 05 1998,4 Years,CA,Red Deer,Round 3 (#85 overall) 2016,Seattle Kraken
Jacob MacDonald,D,0.1325639593528463,https://www.spotrac.com/nhl/player/_/id/27349,775000,0.88,775000,-,2024,2,2,2026,1550000,UFA,31-213d,Feb 26 1993,3 Years,US,Cornell,Undrafted FLA 2018,Colorado Avalanche
Vinni Lettieri,C,0.1689520214836897,https://www.spotrac.com/nhl/player/_/id/21683,775000,0.88,775000,-,2023,2,1,2025,1550000,UFA,29-233d,Feb 06 1995,4 Years,US,Minnesota,Undrafted NYR 2017,Boston Bruins
Ty Dellandrea,C,0.1672146434732104,https://www.spotrac.com/nhl/player/_/id/27052,1300000,1.48,1300000,-,2024,2,2,2026,2600000,RFA,24-66d,Jul 21 2000,3 Years,CA,Flint,Round 1 (#13 overall) 2018,San Jose Sharks
Declan Chisholm,D,0.152991455157844,https://www.spotrac.com/nhl/player/_/id/27221,1000000,1.14,1000000,-,2024,1,1,2025,1000000,UFA,24-257d,Jan 12 2000,,CA,Peterborough,Round 5 (#150 overall) 2018,Minnesota Wild
Kyle MacLean,C,0.1585825512343985,https://www.spotrac.com/nhl/player/_/id/83302,775000,0.88,775000,-,2024,3,3,2027,2325000,UFA,25-150d,Apr 29 1999,,US,,Undrafted NYI 2023,New York Islanders
Joel Kiviranta,L,0.1334155618335444,https://www.spotrac.com/nhl/player/_/id/30273,775000,0.88,775000,-,2024,1,1,2025,775000,UFA,28-184d,Mar 26 1996,3 Years,FI,,Undrafted DAL 2019,Colorado Avalanche
Dylan Holloway,L,0.1315055158335068,https://www.spotrac.com/nhl/player/_/id/62871,2290457,2.6,2290457,-,2024,2,2,2026,4580914,RFA,22-2d,Sep 23 2001,1 Years,CA,,Round 1 (#14 overall) 2020,St. Louis Blues
Josh Doan,R,0.0835376697900326,https://www.spotrac.com/nhl/player/_/id/73793,925000,1.05,832500,92500,2023,3,2,2026,2775000,RFA,22-236d,Feb 01 2002,,US,Chicago (USHL),Round 2 (#37 overall) 2021,Utah Hockey Club
Joshua Roy,R,0.1025198148775473,https://www.spotrac.com/nhl/player/_/id/73927,835000,0.95,775000,85000,2023,3,2,2026,2710000,RFA,21-50d,Aug 06 2003,,CA,Sherbrooke,Round 5 (#150 overall) 2021,Montreal Canadiens
Olen Zellweger,D,0.1593533072200674,https://www.spotrac.com/nhl/player/_/id/73790,844167,0.96,832500,-,2023,3,2,2026,2775000,RFA,21-15d,Sep 10 2003,,CA,Everett,Round 2 (#34 overall) 2021,Anaheim Ducks
Ryker Evans,D,0.2032276635078136,https://www.spotrac.com/nhl/player/_/id/73791,897500,1.02,832500,92500,2022,3,1,2025,2775000,RFA,22-286d,Dec 13 2001,,CA,Regina,Round 2 (#35 overall) 2021,Seattle Kraken
Connor Murphy,D,0.3080105260260082,https://www.spotrac.com/nhl/player/_/id/8351,4400000,5.0,5150000,-,2022,4,2,2026,17600000,UFA,31-185d,Mar 26 1993,10 Years,US,Sarnia,Round 1 (#20 overall) 2011,Chicago Blackhawks
Kyle Burroughs,D,0.4366354270662241,https://www.spotrac.com/nhl/player/_/id/16644,1100000,1.25,1100000,-,2023,3,2,2026,3300000,UFA,29-77d,Jul 12 1995,2 Years,CA,,Round 7 (#196 overall) 2013,Los Angeles Kings
William Carrier,L,0.1379987973220383,https://www.spotrac.com/nhl/player/_/id/13498,2000000,2.27,1000000,1500000,2024,6,6,2030,12000000,UFA,29-281d,Dec 20 1994,6 Years,CA,Cape Breton,Round 2 (#57 overall) 2013,Carolina Hurricanes
Dryden Hunt,L,0.097256107923348,https://www.spotrac.com/nhl/player/_/id/18788,775000,0.88,775000,-,2023,2,1,2025,1550000,UFA,28-307d,Nov 24 1995,6 Years,CA,Regina,,Calgary Flames
Oliver Kylington,D,0.1913059089533883,https://www.spotrac.com/nhl/player/_/id/18000,1050000,1.19,1050000,-,2024,1,1,2025,1050000,UFA,27-130d,May 19 1997,6 Years,SE,Farjestad,Round 2 (#60 overall) 2015,Colorado Avalanche
Parker Wotherspoon,D,0.2544856494816964,https://www.spotrac.com/nhl/player/_/id/19696,800000,0.91,800000,-,2024,1,1,2025,800000,UFA,27-64d,Jul 24 1997,,CA,Tri-City,Round 4 (#112 overall) 2015,Boston Bruins
Jacob Bryson,D,0.164523801510869,https://www.spotrac.com/nhl/player/_/id/27064,900000,1.02,900000,-,2024,1,1,2025,900000,UFA,26-312d,Nov 18 1997,3 Years,CA,Providence,Round 4 (#99 overall) 2017,Buffalo Sabres
Ilya Lyubushkin,D,0.4431516026116443,https://www.spotrac.com/nhl/player/_/id/25975,3250000,3.69,4000000,-,2024,3,3,2027,9750000,UFA,30-174d,Apr 06 1994,5 Years,RU,Yaroslavl,Undrafted ARI 2018,Dallas Stars
Jesse Ylönen,R,0.1392527168271745,https://www.spotrac.com/nhl/player/_/id/47431,775000,0.88,775000,-,2024,1,1,2025,775000,RFA,24-358d,Oct 03 1999,,US,,Round 2 (#35 overall) 2018,Tampa Bay Lightning
Brendan Brisson,C,0.1331616572898447,https://www.spotrac.com/nhl/player/_/id/62886,925000,1.05,832500,92500,2022,3,1,2025,2775000,RFA,22-338d,Oct 22 2001,,US,,Round 1 (#29 overall) 2020,Vegas Golden Knights
Luke Schenn,D,0.3507747621538267,https://www.spotrac.com/nhl/player/_/id/4926,2750000,3.13,2750000,-,2023,3,2,2026,8250000,UFA,34-330d,Nov 02 1989,14 Years,CA,Kelowna,Round 1 (#5 overall) 2008,Nashville Predators
Noah Juulsen,D,0.3020592722472095,https://www.spotrac.com/nhl/player/_/id/17979,775000,0.88,775000,-,2023,2,1,2025,1550000,UFA,27-177d,Apr 02 1997,,CA,Everett,Round 1 (#26 overall) 2015,Vancouver Canucks
Noel Acciari,C,0.2206150597079843,https://www.spotrac.com/nhl/player/_/id/17574,2000000,2.27,2000000,-,2023,3,2,2026,6000000,UFA,33-181d,Mar 31 1991,7 Years,US,Providence,Undrafted BOS 2015,Pittsburgh Penguins
Ryan Lomberg,L,0.1667048054312138,https://www.spotrac.com/nhl/player/_/id/21661,2000000,2.27,1500000,500000,2024,2,2,2026,4000000,UFA,29-292d,Dec 09 1994,4 Years,CA,Maine,,Calgary Flames
Troy Stecher,D,0.3021584635968018,https://www.spotrac.com/nhl/player/_/id/18928,787500,0.89,775000,-,2024,2,2,2026,1575000,UFA,30-173d,Apr 07 1994,7 Years,CA,North Dakota,Undrafted VAN 2016,Edmonton Oilers
Justin Brazeau,R,0.0902217342988016,https://www.spotrac.com/nhl/player/_/id/89371,775000,0.88,775000,-,2023,2,1,2025,1550000,UFA,26-236d,Feb 02 1998,,CA,,Undrafted BOS 2024,Boston Bruins
Mattias Samuelsson,D,0.2829161476423802,https://www.spotrac.com/nhl/player/_/id/27101,4285714,4.87,4285714,-,2023,7,6,2030,30000000,UFA,24-195d,Mar 14 2000,3 Years,US,USA U-18,Round 2 (#32 overall) 2018,Buffalo Sabres
David Gustafsson,C,0.1654184008238904,https://www.spotrac.com/nhl/player/_/id/27129,835000,0.95,835000,-,2024,2,2,2026,1670000,RFA,24-167d,Apr 11 2000,3 Years,SE,HV 71,Round 2 (#60 overall) 2018,Winnipeg Jets
Brayden Pachal,D,0.2656274289759355,https://www.spotrac.com/nhl/player/_/id/71115,775000,0.88,775000,-,2023,2,1,2025,1550000,RFA,25-34d,Aug 23 1999,,CA,,,Calgary Flames
Mitchell Chaffee,R,0.0999140938336858,https://www.spotrac.com/nhl/player/_/id/47426,800000,0.91,800000,-,2024,2,2,2026,1600000,UFA,26-243d,Jan 26 1998,,US,,Undrafted MIN 2020,Tampa Bay Lightning
Daniil Miromanov,D,0.1607309387371992,https://www.spotrac.com/nhl/player/_/id/72082,1250000,1.42,1250000,-,2024,2,2,2026,2500000,UFA,27-77d,Jul 11 1997,,RU,,Undrafted VGK 2021,Calgary Flames
Walker Duehr,R,0.0927062800432933,https://www.spotrac.com/nhl/player/_/id/72246,825000,0.94,875000,-,2023,2,1,2025,1650000,UFA,26-307d,Nov 23 1997,2 Years,US,,Undrafted CGY 2021,Calgary Flames
Ryan Reaves,R,0.1005804350104256,https://www.spotrac.com/nhl/player/_/id/6987,1350000,1.53,1350000,-,2023,3,2,2026,4050000,UFA,37-252d,Jan 20 1987,12 Years,CA,Brandon,Round 5 (#156 overall) 2005,Toronto Maple Leafs
Erik Johnson,D,0.3114651169363758,https://www.spotrac.com/nhl/player/_/id/2089,1000000,1.14,1000000,-,2024,1,1,2025,1000000,UFA,36-191d,Mar 21 1988,15 Years,US,Minnesota,Round 1 (#1 overall) 2006,Philadelphia Flyers
